"fbid","symbol"
"FBgn0011296","l(2)efl"
"FBgn0262728","Pal2"
"FBgn0050183","CG30183"
"FBgn0016762","angel"
"FBgn0034893","mRpL43"
"FBgn0034894","sigmar"
"FBgn0013548","l(2)dtl"
"FBgn0011297","Alg3"
"FBgn0002174","CG5504"
"FBgn0034897","Sesn"
"FBgn0000562","egl"
"FBgn0034902","CG5532"
"FBgn0010278","Ssrp"
"FBgn0034908","CG5543"
"FBgn0028411","Nxt1"
"FBgn0034909","CG4797"
"FBgn0003401","shu"
"FBgn0034913","Snap29"
"FBgn0034914","CG5554"
"FBgn0021895","ytr"
"FBgn0034915","eIF6"
"FBgn0024234","gbb"
"FBgn0004581","bgcn"
"FBgn0034918","Pym"
"FBgn0025790","TBPH"
"FBgn0025335","Cpes"
"FBgn0034919","CG5569"
"FBgn0025352","Mtpbeta"
"FBgn0011236","ken"
"FBgn0020372","TM4SF"
"FBgn0025336","CG4882"
"FBgn0034920","CG5597"
"FBgn0034921","DCP1"
"FBgn0262619","DNAlig1"
"FBgn0034923","Upf3"
"FBgn0034924","CG17658"
"FBgn0034925","CG5339"
"FBgn0263667","Lpt"
"FBgn0034928","CG13562"
"FBgn0015268","Nap1"
"FBgn0261794","kcc"
"FBgn0263006","SERCA"
"FBgn0034931","CG2812"
"FBgn0034933","CG3735"
"FBgn0023477","Taldo"
"FBgn0001123","Galphas"
"FBgn0034935","Orcokinin"
"FBgn0034936","Stoml2"
"FBgn0034937","fzr2"
"FBgn0034938","CG3803"
"FBgn0034939","thoc5"
"FBgn0034940","CG16787"
"FBgn0029105","alpha-Catr"
"FBgn0034942","CG13566"
"FBgn0034943","Fmo-1"
"FBgn0020764","Alas"
"FBgn0085242","CG34213"
"FBgn0003008","or"
"FBgn0034945","CG10904"
"FBgn0034946","CG3065"
"FBgn0002791","mr"
"FBgn0034948","PPP1R15"
"FBgn0005612","Sox14"
"FBgn0283509","Phm"
"FBgn0034950","Pask"
"FBgn0034951","CG3860"
"FBgn0034958","CG3907"
"FBgn0034959","Xxylt"
"FBgn0283494","Adk2"
"FBgn0011695","EbpIII"
"FBgn0061198","HSPC300"
"FBgn0034961","CG3163"
"FBgn0013764","Chi"
"FBgn0034962","MAN1"
"FBgn0034963","Not11"
"FBgn0034964","IntS1"
"FBgn0011726","tsr"
"FBgn0028552","gammaSnap1"
"FBgn0003353","sei"
"FBgn0034965","ppk29"
"FBgn0034966","CG13563"
"FBgn0285952","eEF5"
"FBgn0034968","RpL12"
"FBgn0023170","RpL39"
"FBgn0283666","Rap2l"
"FBgn0034970","yki"
"FBgn0034971","Gpat4"
"FBgn0259209","Mlp60A"
"FBgn0034972","CG10339"
"FBgn0034974","CG16786"
"FBgn0086129","snama"
"FBgn0023081","gek"
"FBgn0034975","enok"
"FBgn0034976","CG4049"
"FBgn0041706","CG3253"
"FBgn0034978","CG3257"
"FBgn0041582","tamo"
"FBgn0021875","Zfrp8"
"FBgn0034982","Naa35"
"FBgn0019643","AANAT1"
"FBgn0260770","CG42568"
"FBgn0015544","spag"
"FBgn0034985","CG3328"
"FBgn0034986","mRpS17"
"FBgn0259937","Nop60B"
"FBgn0266083","ocm"
"FBgn0034988","cN-IIIB"
"FBgn0034989","CG3356"
"FBgn0050419","CG30419"
"FBgn0034996","CG13575"
"FBgn0034997","CG3376"
"FBgn0005636","nvy"
"FBgn0034999","Fatp3"
"FBgn0003888","betaTub60D"
"FBgn0005638","slbo"
"FBgn0004101","bs"
"FBgn0000037","mAChR-A"
"FBgn0035001","Slik"
"FBgn0002787","Rpn8"
"FBgn0035006","CG4563"
"FBgn0035010","CG13579"
"FBgn0284252","Letm1"
"FBgn0035016","CG4612"
"FBgn0050169","Brca2"
"FBgn0035020","CG13585"
"FBgn0035021","CG4622"
"FBgn0035023","ITP"
"FBgn0016687","Nurf-38"
"FBgn0035024","CG11414"
"FBgn0035025","uri"
"FBgn0035026","Fcp1"
"FBgn0035027","CG3511"
"FBgn0035028","Start1"
"FBgn0020521","pio"
"FBgn0035031","CG13587"
"FBgn0035032","ATPsynF"
"FBgn0035033","CG3548"
"FBgn0035035","Samtor"
"FBgn0035036","CG4707"
"FBgn0259742","CG42360"
"FBgn0259707","CG42361"
"FBgn0035040","CG4741"
"FBgn0035039","Adck"
"FBgn0035041","CG13594"
"FBgn0015040","Cyp9c1"
"FBgn0035042","CG3640"
"FBgn0035043","CG4781"
"FBgn0035044","CG3663"
"FBgn0035046","ND-19"
"FBgn0085243","CG34214"
"FBgn0260456","CG4806"
"FBgn0261373","CG33228"
"FBgn0035047","Pof"
"FBgn0035049","Mmp1"
"FBgn0035050","SiaT"
"FBgn0053988","Mid1"
"FBgn0050421","Usp15-31"
"FBgn0040666","CG12848"
"FBgn0035059","CG3894"
"FBgn0027590","GstE12"
"FBgn0035060","Eps-15"
"FBgn0086908","egg"
"FBgn0035063","CG3594"
"FBgn0035064","TyrRS-m"
"FBgn0035065","CG3589"
"FBgn0041205","key"
"FBgn0015801","Reg-5"
"FBgn0028738","ETH"
"FBgn0023181","Orc4"
"FBgn0265193","Atf-2"
"FBgn0035073","CG16896"
"FBgn0050423","CG30423"
"FBgn0265182","CG44247"
"FBgn0085442","NKAIN"
"FBgn0085434","NaCP60E"
"FBgn0035078","Tpc2"
"FBgn0066084","RpL41"
"FBgn0060296","pain"
"FBgn0043792","CG30427"
"FBgn0022343","CG3760"
"FBgn0035082","CG2811"
"FBgn0035083","Tina-1"
"FBgn0035084","CG15861"
"FBgn0035085","CG3770"
"FBgn0027599","CG2790"
"FBgn0035086","CG12851"
"FBgn0035087","CG2765"
"FBgn0050424","CG30424"
"FBgn0285950","RpL19"
"FBgn0035088","CG3776"
"FBgn0035089","Phk-3"
"FBgn0010435","emp"
"FBgn0035091","CG3829"
"FBgn0265434","zip"
"FBgn0004055","uzip"
"FBgn0035092","Nplp1"
"FBgn0004919","gol"
"FBgn0266129","lov"
"FBgn0035094","CG9380"
"FBgn0001325","Kr"
"FBgn0050428","CG30428"
"FBgn0025837","CG17636"
"FBgn0025836","RhoGAP1A"
"FBgn0284435","tyn"
"FBgn0025835","CG17707"
"FBgn0040373","CG3038"
"FBgn0040372","G9a"
"FBgn0259722","CG42376"
"FBgn0000316","cin"
"FBgn0261446","CG13377"
"FBgn0005427","ewg"
"FBgn0024989","CG3777"
"FBgn0040370","CG13375"
"FBgn0052816","CG32816"
"FBgn0004170","sc"
"FBgn0002561","l(1)sc"
"FBgn0011822","Pgcl"
"FBgn0000137","ase"
"FBgn0266572","ebo"
"FBgn0029522","CG13373"
"FBgn0052817","CG32817"
"FBgn0029524","CG3176"
"FBgn0029525","CG18273"
"FBgn0023536","CG3156"
"FBgn0023537","CG17896"
"FBgn0023534","CG17778"
"FBgn0004648","svr"
"FBgn0260400","elav"
"FBgn0023535","arg"
"FBgn0024983","CG4293"
"FBgn0000108","Appl"
"FBgn0261930","vnd"
"FBgn0025633","CG13366"
"FBgn0029529","CG13365"
"FBgn0016038","Vsp37A"
"FBgn0025640","CG13369"
"FBgn0026879","CG13364"
"FBgn0025635","CG17829"
"FBgn0002579","RpL36"
"FBgn0001341","Mybbp1A"
"FBgn0020381","Dredd"
"FBgn0003575","su(sable)"
"FBgn0025634","CG13367"
"FBgn0025638","Roc1a"
"FBgn0025639","Hmt4-20"
"FBgn0025637","SkpA"
"FBgn0021764","sdk"
"FBgn0029531","CG13362"
"FBgn0040383","CG5254"
"FBgn0040382","CG5273"
"FBgn0015288","RpL22"
"FBgn0027343","fz3"
"FBgn0086368","tw"
"FBgn0025620","CG13360"
"FBgn0025621","CG16989"
"FBgn0015799","Rbf"
"FBgn0260855","Sec22"
"FBgn0264449","CG43867"
"FBgn0040344","Lztr1"
"FBgn0040339","MED22"
"FBgn0040342","CG3706"
"FBgn0052815","CG32815"
"FBgn0040340","TRAM"
"FBgn0040346","CG3704"
"FBgn0040347","mus81"
"FBgn0040348","CG3703"
"FBgn0040349","CG3699"
"FBgn0040350","CG3690"
"FBgn0040338","TfIIA-S-2"
"FBgn0003638","su(w[a])"
"FBgn0040351","CG11638"
"FBgn0052814","CG32814"
"FBgn0040337","CG3021"
"FBgn0026143","CDC45L"
"FBgn0053082","CG33082"
"FBgn0014903","CG14630"
"FBgn0266569","CG42259"
"FBgn0040398","CG14629"
"FBgn0040397","CG3655"
"FBgn0040365","CG14628"
"FBgn0040368","eIF4E7"
"FBgn0040364","CG11378"
"FBgn0040363","CG11384"
"FBgn0040362","CG11379"
"FBgn0040361","CG14627"
"FBgn0040360","CG14626"
"FBgn0040359","CG11380"
"FBgn0040367","CG11382"
"FBgn0040366","CG11398"
"FBgn0261444","CG3638"
"FBgn0026876","CG11403"
"FBgn0028550","Atf3"
"FBgn0025642","CG32812"
"FBgn0025641","DAAM"
"FBgn0024362","Naa30A"
"FBgn0024360","MTPAP"
"FBgn0024361","Tsp2A"
"FBgn0024365","CG12773"
"FBgn0024364","CG11417"
"FBgn0000826","png"
"FBgn0029573","CG14770"
"FBgn0024987","ssx"
"FBgn0023169","AMPKalpha"
"FBgn0024986","CG3719"
"FBgn0052813","CG32813"
"FBgn0024985","Rilpl"
"FBgn0259108","futsch"
"FBgn0265139","Gr2a"
"FBgn0027795","CG14785"
"FBgn0027794","Lrpprc2"
"FBgn0027793","CG14787"
"FBgn0266284","Ns3"
"FBgn0027791","O-fut2"
"FBgn0026872","CG14777"
"FBgn0029580","CG14778"
"FBgn0052808","CG32808"
"FBgn0013720","pck"
"FBgn0025383","CG14780"
"FBgn0025382","Rab27"
"FBgn0260986","mei-38"
"FBgn0025381","rush"
"FBgn0003517","sta"
"FBgn0025394","inc"
"FBgn0053513","Nmdar2"
"FBgn0025390","Mur2B"
"FBgn0283451","br"
"FBgn0000482","dor"
"FBgn0023530","CG3740"
"FBgn0001189","hfw"
"FBgn0023531","CG32809"
"FBgn0023130","a6"
"FBgn0025391","Scgdelta"
"FBgn0283741","prage"
"FBgn0026086","Adar"
"FBgn0029589","CG14810"
"FBgn0026090","CG14812"
"FBgn0028969","deltaCOP"
"FBgn0023515","CG14814"
"FBgn0026873","MED18"
"FBgn0023516","Pex5"
"FBgn0023513","CG14803"
"FBgn0023517","Pgam5"
"FBgn0014411","Vps26"
"FBgn0026089","CG14817"
"FBgn0023514","CG14805"
"FBgn0026088","CG14818"
"FBgn0029594","CG14806"
"FBgn0023518","trr"
"FBgn0023519","mRpL16"
"FBgn0000117","arm"
"FBgn0052803","CG32803"
"FBgn0052801","CG32801"
"FBgn0023511","Edem1"
"FBgn0023509","mip130"
"FBgn0023510","Rbcn-3B"
"FBgn0023512","eIF2Bepsilon"
"FBgn0023508","Ocrl"
"FBgn0023522","CG11596"
"FBgn0023520","CG3857"
"FBgn0023521","CG3587"
"FBgn0264562","Hr4"
"FBgn0023545","PIG-K"
"FBgn0261954","east"
"FBgn0000667","Actn"
"FBgn0003964","usp"
"FBgn0025632","CG4313"
"FBgn0026878","CG4325"
"FBgn0025631","moody"
"FBgn0025625","Sik2"
"FBgn0025626","CG4281"
"FBgn0025628","CG4199"
"FBgn0025627","CG4194"
"FBgn0025630","Rtca"
"FBgn0025629","CG4045"
"FBgn0025624","CG4025"
"FBgn0040394","CG16903"
"FBgn0040395","Unc-76"
"FBgn0000382","csw"
"FBgn0004860","ph-d"
"FBgn0004861","ph-p"
"FBgn0023507","D2hgdh"
"FBgn0004654","Pgd"
"FBgn0013432","bcn92"
"FBgn0004655","wapl"
"FBgn0005670","Cyp4d1"
"FBgn0023540","CG3630"
"FBgn0025839","ND-B14.5A"
"FBgn0023541","Cyp4d14"
"FBgn0011576","Cyp4d2"
"FBgn0015036","Cyp4ae1"
"FBgn0003116","pn"
"FBgn0023542","Nmd3"
"FBgn0040899","CG17776"
"FBgn0040900","CG17777"
"FBgn0024984","CG3457"
"FBgn0023549","Mct1"
"FBgn0029603","CG14053"
"FBgn0053548","SmydA-8"
"FBgn0004397","Vinc"
"FBgn0029606","CG14052"
"FBgn0003048","pcx"
"FBgn0001330","kz"
"FBgn0000810","fs(1)K10"
"FBgn0023523","Or2a"
"FBgn0000377","crn"
"FBgn0023525","CG3191"
"FBgn0029608","CG3091"
"FBgn0027296","temp"
"FBgn0023527","CG3071"
"FBgn0023528","CG2924"
"FBgn0023529","CG2918"
"FBgn0023526","CG2865"
"FBgn0003079","Raf"
"FBgn0040392","CG14050"
"FBgn0044047","Ilp6"
"FBgn0040389","mRpL14"
"FBgn0003159","CG2841"
"FBgn0264598","PsGEF"
"FBgn0040385","CG12496"
"FBgn0001150","gt"
"FBgn0003714","tko"
"FBgn0040388","boi"
"FBgn0004050","z"
"FBgn0284408","trol"
"FBgn0260753","Pdfr"
"FBgn0040377","Vha36-3"
"FBgn0040375","CG13760"
"FBgn0040066","wds"
"FBgn0001404","egh"
"FBgn0011606","Klp3A"
"FBgn0004643","Zw10"
"FBgn0011566","Smyd3"
"FBgn0029629","eIF3g1"
"FBgn0040334","Tsp3A"
"FBgn0040336","Seipin"
"FBgn0267350","PI4KIIIalpha"
"FBgn0003371","sgg"
"FBgn0003068","per"
"FBgn0000092","CG2650"
"FBgn0024992","Spg7"
"FBgn0024993","CG2662"
"FBgn0024994","Ugalt"
"FBgn0024996","eIF2Bbeta"
"FBgn0024995","CG2680"
"FBgn0024997","CG2681"
"FBgn0024998","CG2685"
"FBgn0024991","CG2694"
"FBgn0024973","CG2701"
"FBgn0000928","fs(1)Yb"
"FBgn0000927","fs(1)Ya"
"FBgn0283545","vilya"
"FBgn0000520","dwg"
"FBgn0250874","ttm50"
"FBgn0024975","CG2712"
"FBgn0000376","crm"
"FBgn0024980","Syx4"
"FBgn0028369","kirre"
"FBgn0040384","CG32795"
"FBgn0003996","w"
"FBgn0029648","CG3603"
"FBgn0003285","rst"
"FBgn0004647","N"
"FBgn0028746","CG18508"
"FBgn0000644","Fcp3C"
"FBgn0040396","CG3939"
"FBgn0000479","dnc"
"FBgn0262656","Myc"
"FBgn0029657","CG12535"
"FBgn0029660","CG10801"
"FBgn0029662","CG12206"
"FBgn0029663","CG10804"
"FBgn0029664","CG10802"
"FBgn0029665","CG14270"
"FBgn0029666","CG10803"
"FBgn0029667","Gas8"
"FBgn0052791","DIP-alpha"
"FBgn0029669","CG13021"
"FBgn0052792","ppk8"
"FBgn0029672","CG2875"
"FBgn0266429","AstA-R1"
"FBgn0023216","Parg"
"FBgn0023215","Mnt"
"FBgn0015286","Rala"
"FBgn0283657","Tlk"
"FBgn0029676","HIP-R"
"FBgn0021738","Crg-1"
"FBgn0260484","HIP"
"FBgn0000542","ec"
"FBgn0265575","yin"
"FBgn0028491","CG2930"
"FBgn0285910","VhaAC39-1"
"FBgn0029681","CG15239"
"FBgn0260658","CG42541"
"FBgn0029685","CG2938"
"FBgn0029686","Glos"
"FBgn0029687","Vap33"
"FBgn0029688","lva"
"FBgn0029689","CG6428"
"FBgn0029693","CG6379"
"FBgn0004832","Xpac"
"FBgn0000221","brn"
"FBgn0026084","cib"
"FBgn0026079","Nsun2"
"FBgn0026085","dgt4"
"FBgn0026080","Tip60"
"FBgn0026083","tyf"
"FBgn0066114","GlcAT-I"
"FBgn0000635","Fas2"
"FBgn0262608","CG43134"
"FBgn0040906","CG15579"
"FBgn0002707","mei-9"
"FBgn0266570","NO66"
"FBgn0040907","mRpL33"
"FBgn0262738","norpA"
"FBgn0029706","CG3626"
"FBgn0029707","CG12688"
"FBgn0000179","bi"
"FBgn0029708","CG3556"
"FBgn0003210","rb"
"FBgn0029709","CHOp24"
"FBgn0029710","CG3568"
"FBgn0029711","Usf"
"FBgn0029712","CG15912"
"FBgn0029713","CG11436"
"FBgn0029714","CG3527"
"FBgn0029715","CG11444"
"FBgn0003053","peb"
"FBgn0025388","CG12179"
"FBgn0025739","pon"
"FBgn0029718","mRpL30"
"FBgn0025615","Torsin"
"FBgn0022942","Cbp80"
"FBgn0029720","CG3009"
"FBgn0262699","fzr"
"FBgn0022768","Pp2C1"
"FBgn0011760","ctp"
"FBgn0028325","Pdha"
"FBgn0029722","CG7024"
"FBgn0029723","Proc-R"
"FBgn0260971","CG42594"
"FBgn0052772","CG32772"
"FBgn0029736","CG4041"
"FBgn0029737","CG6903"
"FBgn0266000","CG44774"
"FBgn0004368","Ptp4E"
"FBgn0003028","ovo"
"FBgn0052767","CG32767"
"FBgn0266098","rg"
"FBgn0029745","Rpn13R"
"FBgn0029750","CG3323"
"FBgn0263237","Cdk7"
"FBgn0003449","snf"
"FBgn0029755","Sas10"
"FBgn0014024","Rnp4F"
"FBgn0284442","Mcm3"
"FBgn0029756","CG3309"
"FBgn0026751","XRCC1"
"FBgn0010014","CanB"
"FBgn0029761","SK"
"FBgn0029762","NAAT1"
"FBgn0263987","spoon"
"FBgn0029763","Usp16-45"
"FBgn0029765","CG16756"
"FBgn0029766","CG15784"
"FBgn0029768","SPR"
"FBgn0029771","CG12730"
"FBgn0250904","CG34434"
"FBgn0029778","RhoGAP5A"
"FBgn0004687","Mlc-c"
"FBgn0026702","l(1)G0045"
"FBgn0259994","OtopLa"
"FBgn0259150","OtopLc"
"FBgn0029783","Sirt4"
"FBgn0028474","CG4119"
"FBgn0015794","Rab18"
"FBgn0029785","RpL35"
"FBgn0046687","Tre1"
"FBgn0259926","CG42449"
"FBgn0029789","PGAP1"
"FBgn0000394","cv"
"FBgn0027564","CG3149"
"FBgn0029791","AdamTS-B"
"FBgn0053080","CG33080"
"FBgn0052758","Snx27"
"FBgn0029795","CG15773"
"FBgn0261383","IntS6"
"FBgn0029798","CG4078"
"FBgn0029799","CG15772"
"FBgn0029800","lin-52"
"FBgn0029801","CG15771"
"FBgn0013987","MAPk-Ak2"
"FBgn0261610","CG42699"
"FBgn0029804","CG3097"
"FBgn0029813","AgmNAT"
"FBgn0029814","CG15765"
"FBgn0029818","GAA1"
"FBgn0014340","mof"
"FBgn0029819","Usp30"
"FBgn0029820","CG16721"
"FBgn0000042","Act5C"
"FBgn0029821","CG4020"
"FBgn0029822","CG12236"
"FBgn0029823","Shmt"
"FBgn0029824","CG3726"
"FBgn0029825","CG12728"
"FBgn0052756","CG32756"
"FBgn0029826","CG6041"
"FBgn0052755","CG32755"
"FBgn0029827","CG6048"
"FBgn0029828","CG6067"
"FBgn0029830","Grip"
"FBgn0029831","CG5966"
"FBgn0003302","rux"
"FBgn0029833","MCTS1"
"FBgn0029834","CG5937"
"FBgn0029835","CG5921"
"FBgn0029837","Tsp5D"
"FBgn0029838","CG4666"
"FBgn0029840","raptor"
"FBgn0026060","Mipp2"
"FBgn0029843","Nep1"
"FBgn0264386","Ca-alpha1T"
"FBgn0052750","CG32750"
"FBgn0052751","CG32751"
"FBgn0040069","vanin-like"
"FBgn0029848","Btnd"
"FBgn0029849","Efr"
"FBgn0003514","sqh"
"FBgn0262730","dtn"
"FBgn0029851","CG14445"
"FBgn0023458","Rbcn-3A"
"FBgn0015818","Spx"
"FBgn0040918","schlank"
"FBgn0029853","CG3781"
"FBgn0028982","Spt6"
"FBgn0029854","CG3566"
"FBgn0086558","Ubi-p5E"
"FBgn0029856","CG11700"
"FBgn0026015","Top3beta"
"FBgn0029857","wuho"
"FBgn0028685","Rpt4"
"FBgn0029858","mldr"
"FBgn0029859","CG15892"
"FBgn0029860","CG15891"
"FBgn0029861","CG3815"
"FBgn0043796","CG12219"
"FBgn0029863","CG3823"
"FBgn0029864","CG15894"
"FBgn0250869","CG42240"
"FBgn0029866","CG3842"
"FBgn0029867","CG3847"
"FBgn0029868","ND-B16.6"
"FBgn0261955","kdn"
"FBgn0003655","swa"
"FBgn0029870","Marf"
"FBgn0003139","PpV"
"FBgn0259242","CG42340"
"FBgn0029873","CG3918"
"FBgn0029874","CG3342"
"FBgn0014031","Spat"
"FBgn0014026","RpL7A"
"FBgn0000524","dx"
"FBgn0085446","CG34417"
"FBgn0029878","Pat1"
"FBgn0029879","APC7"
"FBgn0029881","pigs"
"FBgn0029880","CG14443"
"FBgn0029882","CG3226"
"FBgn0028360","Cdc7"
"FBgn0029885","CG3224"
"FBgn0062413","Ctr1A"
"FBgn0029887","CG3198"
"FBgn0025815","Mcm6"
"FBgn0029888","ND-ASHI"
"FBgn0286222","Fum1"
"FBgn0029890","Fum2"
"FBgn0029891","Pink1"
"FBgn0265362","CG44303"
"FBgn0029892","CG3184"
"FBgn0029893","CG14442"
"FBgn0029894","CG14440"
"FBgn0029895","CG14441"
"FBgn0029896","CG3168"
"FBgn0029897","RpL17"
"FBgn0029898","CG14439"
"FBgn0286831","sov"
"FBgn0029502","Coq7"
"FBgn0003390","shf"
"FBgn0259228","C3G"
"FBgn0029903","pod1"
"FBgn0086693","iav"
"FBgn0029905","Nf-YC"
"FBgn0029906","xit"
"FBgn0029907","Atx-1"
"FBgn0263968","nonC"
"FBgn0029909","mAChR-C"
"FBgn0029911","CG14435"
"FBgn0029912","CG4557"
"FBgn0029913","Cht11"
"FBgn0029914","CG4558"
"FBgn0029915","CG14434"
"FBgn0263993","CG43736"
"FBgn0029922","CG14431"
"FBgn0052732","Setd3"
"FBgn0029924","CG4586"
"FBgn0029925","CG3040"
"FBgn0004646","ogre"
"FBgn0261284","bou"
"FBgn0027106","Inx7"
"FBgn0027108","Inx2"
"FBgn0000330","cm"
"FBgn0029928","CG3032"
"FBgn0029929","CG4593"
"FBgn0029930","CG12541"
"FBgn0029932","CG4607"
"FBgn0264270","Sxl"
"FBgn0029935","CG4615"
"FBgn0029936","CG4617"
"FBgn0029937","CG8300"
"FBgn0027342","fz4"
"FBgn0029941","CG1677"
"FBgn0029942","CG2059"
"FBgn0025549","unc-119"
"FBgn0024250","brk"
"FBgn0029943","Atg5"
"FBgn0029944","Dok"
"FBgn0029945","CG18155"
"FBgn0026144","CBP"
"FBgn0004198","ct"
"FBgn0029504","CHES-1-like"
"FBgn0022786","Hira"
"FBgn0027553","NELF-B"
"FBgn0029957","CG12155"
"FBgn0029958","Pdp"
"FBgn0029959","Rab39"
"FBgn0016041","Tom40"
"FBgn0029962","CARPA"
"FBgn0259188","Ir7f"
"FBgn0029969","CG10932"
"FBgn0029970","Nek2"
"FBgn0029971","ND-MNLL"
"FBgn0040087","p115"
"FBgn0261592","RpS6"
"FBgn0010292","bys"
"FBgn0029974","dpr14"
"FBgn0029975","spidey"
"FBgn0029976","snz"
"FBgn0260858","Ykt6"
"FBgn0029979","mahe"
"FBgn0029980","CG10778"
"FBgn0004403","RpS14a"
"FBgn0004404","RpS14b"
"FBgn0260970","Ubr3"
"FBgn0027280","l(1)G0193"
"FBgn0029987","CG15330"
"FBgn0003656","sws"
"FBgn0003447","sn"
"FBgn0010329","Tbh"
"FBgn0029990","CG2233"
"FBgn0004656","fs(1)h"
"FBgn0004657","mys"
"FBgn0029992","Upf2"
"FBgn0029994","Ldsdh1"
"FBgn0029995","CG2256"
"FBgn0029996","UbcE2H"
"FBgn0029997","CG2258"
"FBgn0040319","Gclc"
"FBgn0029999","CG1575"
"FBgn0030000","CG2260"
"FBgn0030001","cyr"
"FBgn0030003","CG2116"
"FBgn0030004","CG10958"
"FBgn0030005","CG2120"
"FBgn0025800","Smox"
"FBgn0030006","CG17982"
"FBgn0030007","alpha-PheRS"
"FBgn0030008","CG2129"
"FBgn0030010","CG10959"
"FBgn0030011","Gbeta5"
"FBgn0030012","CG18262"
"FBgn0265464","Traf6"
"FBgn0030013","GIIIspla2"
"FBgn0030017","CG2278"
"FBgn0030018","slpr"
"FBgn0261873","sdt"
"FBgn0030025","CG2147"
"FBgn0030026","sni"
"FBgn0020653","Trxr-1"
"FBgn0017566","ND-75"
"FBgn0030027","CG1632"
"FBgn0030028","Corp"
"FBgn0030029","CG15343"
"FBgn0030030","CG1636"
"FBgn0015519","nAChRalpha3"
"FBgn0030034","CG10555"
"FBgn0030035","PIG-T"
"FBgn0262976","lawc"
"FBgn0261793","Trf2"
"FBgn0052712","CG32712"
"FBgn0030037","Miga"
"FBgn0030038","CG1440"
"FBgn0030039","CG12123"
"FBgn0021767","org-1"
"FBgn0052713","CG32713"
"FBgn0030040","CG15347"
"FBgn0023506","Es2"
"FBgn0014032","Sptr"
"FBgn0053223","CG33223"
"FBgn0003023","otu"
"FBgn0053181","CG33181"
"FBgn0264975","Nrg"
"FBgn0026679","IntS4"
"FBgn0030048","CG12112"
"FBgn0030049","Trf4-1"
"FBgn0030051","spirit"
"FBgn0030052","CG12065"
"FBgn0030053","CG12081"
"FBgn0040929","CG12659"
"FBgn0025864","Crag"
"FBgn0030054","Caf1-180"
"FBgn0030055","CG12772"
"FBgn0030056","CAH3"
"FBgn0030057","Ppt1"
"FBgn0027864","Ogg1"
"FBgn0041629","Hexo2"
"FBgn0030060","CG2004"
"FBgn0030061","CG1785"
"FBgn0027330","l(1)G0020"
"FBgn0030063","CG1789"
"FBgn0026411","Lim1"
"FBgn0030065","CG12075"
"FBgn0011661","Moe"
"FBgn0030066","Uros1"
"FBgn0030067","Rbm13"
"FBgn0011586","e(r)"
"FBgn0261549","rdgA"
"FBgn0030073","CG10962"
"FBgn0259734","Nost"
"FBgn0030077","CG15365"
"FBgn0030078","CG10970"
"FBgn0265413","CG44325"
"FBgn0030081","CG7246"
"FBgn0030082","HP1b"
"FBgn0052707","APC4"
"FBgn0052708","CG32708"
"FBgn0052706","CG32706"
"FBgn0030085","CG6999"
"FBgn0030086","CCT2"
"FBgn0030087","CG7766"
"FBgn0004856","Bx42"
"FBgn0030088","Arfrp1"
"FBgn0030089","AP-1gamma"
"FBgn0030090","fend"
"FBgn0030091","CG7065"
"FBgn0030092","fh"
"FBgn0030093","Bap111"
"FBgn0004828","His3.3B"
"FBgn0014868","Ost48"
"FBgn0040467","Dlip1"
"FBgn0040931","CG9034"
"FBgn0030096","Zpr1"
"FBgn0265725","CG44532"
"FBgn0026206","mei-P26"
"FBgn0030098","CG12057"
"FBgn0030099","CG12056"
"FBgn0030100","CG12106"
"FBgn0030101","CG12118"
"FBgn0086450","su(r)"
"FBgn0086367","t"
"FBgn0030109","CG12121"
"FBgn0260789","mxc"
"FBgn0260771","Larp7"
"FBgn0000077","amx"
"FBgn0010269","Dsor1"
"FBgn0030114","CG17754"
"FBgn0028292","ric8a"
"FBgn0030120","CG17440"
"FBgn0030121","Cfp1"
"FBgn0030122","Aladin"
"FBgn0040236","c11.1"
"FBgn0002576","lz"
"FBgn0040235","c12.1"
"FBgn0040234","c12.2"
"FBgn0085478","Zdhhc8"
"FBgn0026149","BCL7-like"
"FBgn0261260","mgl"
"FBgn0267253","CG32700"
"FBgn0054026","CG34026"
"FBgn0028327","l(1)G0320"
"FBgn0030136","RpS28b"
"FBgn0030137","CG15317"
"FBgn0052702","Cubn"
"FBgn0052699","LPCAT"
"FBgn0259741","CG42395"
"FBgn0001186","Hex-A"
"FBgn0030141","Gga"
"FBgn0264691","Lst8"
"FBgn0027084","LysRS"
"FBgn0261931","CG42797"
"FBgn0028341","Ptpmeg2"
"FBgn0030148","CG3106"
"FBgn0261617","nej"
"FBgn0030151","CG1354"
"FBgn0052698","CARPB"
"FBgn0019929","Ser7"
"FBgn0266430","CG45060"
"FBgn0266431","CG45061"
"FBgn0052695","CG32695"
"FBgn0030156","CG15247"
"FBgn0030157","CG1468"
"FBgn0030158","CG9686"
"FBgn0026415","Idgf4"
"FBgn0030170","CG2990"
"FBgn0263132","Cht6"
"FBgn0005391","Yp2"
"FBgn0004045","Yp1"
"FBgn0030174","CG15312"
"FBgn0052685","ZAP3"
"FBgn0030177","CG2972"
"FBgn0030178","Naxe"
"FBgn0083940","RhoU"
"FBgn0264503","CG43902"
"FBgn0030183","CG15309"
"FBgn0028342","ATPsyndelta"
"FBgn0030186","CG2962"
"FBgn0085437","CG34408"
"FBgn0263220","Hk"
"FBgn0040942","CG12643"
